,yr_range,sec_unique,year1,year2,n2_inflow,agi_inflow,n2_outflow,agi_outflow,n2_net,agi_net
0,1516,"Ada County, ID",2015,2016,1030,27990000,1023,31110000,7,-3120000
1,1516,"Alameda County, CA",2015,2016,1445,68539000,528,23465000,917,45074000
2,1516,"Allegheny County, PA",2015,2016,125,5911000,91,2839000,34,3072000
3,1516,"Anchorage Municipality, AK",2015,2016,346,12294000,204,5574000,142,6720000
4,1516,"Arapahoe County, CO",2015,2016,136,4030000,120,3670000,16,360000
5,1516,"Bernalillo County, NM",2015,2016,254,8154000,116,4027000,138,4127000
6,1516,"Bexar County, TX",2015,2016,146,4763000,125,4537000,21,226000
7,1516,"Boulder County, CO",2015,2016,116,5899000,56,2145000,60,3754000
8,1516,"Buncombe County, NC",2015,2016,54,1379000,32,1438000,22,-59000
9,1516,"Canyon County, ID",2015,2016,326,4461000,357,6884000,-31,-2423000
10,1516,"Chittenden County, VT",2015,2016,56,1925000,48,1635000,8,290000
11,1516,"Clark County, NV",2015,2016,1497,37963000,1083,35683000,414,2280000
12,1516,"Clark County, WA",2015,2016,6703,195802000,10999,322156000,-4296,-126354000
13,1516,"Collin County, TX",2015,2016,69,2524000,120,3768000,-51,-1244000
14,1516,"Contra Costa County, CA",2015,2016,699,44730000,285,11157000,414,33573000
15,1516,"Cook County, IL",2015,2016,823,39845000,337,15273000,486,24572000
16,1516,"Cowlitz County, WA",2015,2016,493,12219000,806,17358000,-313,-5139000
17,1516,"Cumberland County, ME",2015,2016,44,1322000,37,1344000,7,-22000
18,1516,"Dallas County, TX",2015,2016,286,12432000,168,7620000,118,4812000
19,1516,"Dane County, WI",2015,2016,96,3401000,40,1736000,56,1665000
20,1516,"Davidson County, TN",2015,2016,88,3988000,62,2052000,26,1936000
21,1516,"Davis County, UT",2015,2016,71,1681000,61,1768000,10,-87000
22,1516,"DeKalb County, GA",2015,2016,60,2503000,29,795000,31,1708000
23,1516,"Del Norte County, CA",2015,2016,108,3406000,91,1639000,17,1767000
24,1516,"Denver County, CO",2015,2016,294,13183000,223,10970000,71,2213000
25,1516,"District of Columbia, DC",2015,2016,166,10064000,76,5880000,90,4184000
26,1516,"El Paso County, CO",2015,2016,163,4778000,106,3710000,57,1068000
27,1516,"Fairfax County, VA",2015,2016,85,4500000,53,1609000,32,2891000
28,1516,"Franklin County, OH",2015,2016,144,5966000,141,2955000,3,3011000
29,1516,"Franklin County, WA",2015,2016,79,929000,157,4067000,-78,-3138000
30,1516,"Fresno County, CA",2015,2016,100,2770000,73,1176000,27,1594000
31,1516,"Fulton County, GA",2015,2016,91,4744000,41,3296000,50,1448000
32,1516,"Gallatin County, MT",2015,2016,31,1240000,31,1591000,0,-351000
33,1516,"Harris County, TX",2015,2016,453,19848000,250,7269000,203,12579000
34,1516,"Hawaii County, HI",2015,2016,106,3746000,123,4654000,-17,-908000
35,1516,"Hennepin County, MN",2015,2016,326,16083000,188,6028000,138,10055000
36,1516,"Hillsborough County, FL",2015,2016,59,2022000,47,708000,12,1314000
37,1516,"Honolulu County, HI",2015,2016,754,23040000,328,9153000,426,13887000
38,1516,"Humboldt County, CA",2015,2016,141,3496000,62,1488000,79,2008000
39,1516,"Kern County, CA",2015,2016,80,3075000,45,929000,35,2146000
40,1516,"King County, WA",2015,2016,3208,154521000,3089,130740000,119,23781000
41,1516,"Kings County, NY",2015,2016,478,27133000,191,8623000,287,18510000
42,1516,"Kitsap County, WA",2015,2016,251,8629000,231,7898000,20,731000
43,1516,"Klickitat County, WA",2015,2016,240,5736000,370,13445000,-130,-7709000
44,1516,"Knox County, TN",2015,2016,29,1817000,39,1443000,-10,374000
45,1516,"Kootenai County, ID",2015,2016,81,1912000,108,2242000,-27,-330000
46,1516,"Larimer County, CO",2015,2016,55,1629000,38,1346000,17,283000
47,1516,"Los Angeles County, CA",2015,2016,4255,177112000,1694,55276000,2561,121836000
48,1516,"Maricopa County, AZ",2015,2016,2679,92635000,2235,80190000,444,12445000
49,1516,"Marin County, CA",2015,2016,128,8962000,48,2945000,80,6017000
50,1516,"Maui County, HI",2015,2016,46,2234000,56,2041000,-10,193000
51,1516,"Mecklenburg County, NC",2015,2016,69,3624000,36,1160000,33,2464000
52,1516,"Miami, Dade County",2015,2016,131,3992000,115,3527000,16,465000
53,1516,"Middlesex County, MA",2015,2016,316,23792000,161,9013000,155,14779000
54,1516,"Milwaukee County, WI",2015,2016,82,2735000,31,842000,51,1893000
55,1516,"Missoula County, MT",2015,2016,69,1682000,75,2078000,-6,-396000
56,1516,"Monterey County, CA",2015,2016,120,3912000,66,2665000,54,1247000
57,1516,"Montgomery County, MD",2015,2016,104,5602000,42,1858000,62,3744000
58,1516,"New Haven County, CT",2015,2016,51,1777000,23,833000,28,944000
59,1516,"New York County, NY",2015,2016,246,17226000,132,10880000,114,6346000
60,1516,"Oakland County, MI",2015,2016,48,1403000,41,1484000,7,-81000
61,1516,"Orange County, CA",2015,2016,1832,65108000,669,33370000,1163,31738000
62,1516,"Orange County, FL",2015,2016,103,3506000,85,2664000,18,842000
63,1516,"Orleans Parish, LA",2015,2016,78,2580000,44,1878000,34,702000
64,1516,"Pacific County, WA",2015,2016,94,2214000,122,3491000,-28,-1277000
65,1516,"Palm Beach County, FL",2015,2016,49,3257000,43,1226000,6,2031000
66,1516,"Payette County, ID",2015,2016,331,3850000,320,5756000,11,-1906000
67,1516,"Philadelphia County, PA",2015,2016,118,5893000,61,1879000,57,4014000
68,1516,"Pierce County, WA",2015,2016,1035,30327000,1027,29765000,8,562000
69,1516,"Pima County, AZ",2015,2016,457,14429000,425,17755000,32,-3326000
70,1516,"Pinal County, AZ",2015,2016,60,1592000,53,2318000,7,-726000
71,1516,"Pinellas County, FL",2015,2016,62,2232000,36,1024000,26,1208000
72,1516,"Placer County, CA",2015,2016,108,4737000,91,3630000,17,1107000
73,1516,"Queens County, NY",2015,2016,99,4576000,34,1351000,65,3225000
74,1516,"Ramsey County, MN",2015,2016,65,4185000,38,1444000,27,2741000
75,1516,"Riverside County, CA",2015,2016,961,23657000,576,17410000,385,6247000
76,1516,"Sacramento County, CA",2015,2016,735,27280000,498,15456000,237,11824000
77,1516,"Salt Lake County, UT",2015,2016,574,17401000,416,11830000,158,5571000
78,1516,"San Bernardino County, CA",2015,2016,493,11806000,265,6570000,228,5236000
79,1516,"San Diego County, CA",2015,2016,2458,84565000,1220,40300000,1238,44265000
80,1516,"San Francisco County, CA",2015,2016,1177,101594000,285,19989000,892,81605000
81,1516,"San Luis Obispo County, CA",2015,2016,74,2838000,41,1389000,33,1449000
82,1516,"San Mateo County, CA",2015,2016,463,33740000,117,9700000,346,24040000
83,1516,"Santa Barbara County, CA",2015,2016,117,4765000,44,1348000,73,3417000
84,1516,"Santa Clara County, CA",2015,2016,1576,106828000,683,48827000,893,58001000
85,1516,"Santa Cruz County, CA",2015,2016,123,4354000,35,1071000,88,3283000
86,1516,"Santa Fe County, NM",2015,2016,45,1608000,34,1094000,11,514000
87,1516,"Shasta County, CA",2015,2016,221,5447000,90,1507000,131,3940000
88,1516,"Siskiyou County, CA",2015,2016,235,4215000,170,3338000,65,877000
89,1516,"Skamania County, WA",2015,2016,49,1079000,81,2557000,-32,-1478000
90,1516,"Snohomish County, WA",2015,2016,603,18489000,743,23574000,-140,-5085000
91,1516,"Solano County, CA",2015,2016,45,1550000,40,820000,5,730000
92,1516,"Sonoma County, CA",2015,2016,385,12907000,186,5612000,199,7295000
93,1516,"Spokane County, WA",2015,2016,626,16395000,738,20539000,-112,-4144000
94,1516,"Suffolk County, MA",2015,2016,114,6773000,62,2727000,52,4046000
95,1516,"Tarrant County, TX",2015,2016,133,4127000,163,4462000,-30,-335000
96,1516,"Thurston County, WA",2015,2016,486,16407000,487,14065000,-1,2342000
97,1516,"Travis County, TX",2015,2016,840,30771000,402,15802000,438,14969000
98,1516,"Utah County, UT",2015,2016,201,4413000,193,4284000,8,129000
99,1516,"Ventura County, CA",2015,2016,322,10778000,112,3378000,210,7400000
100,1516,"Walla Walla County, WA",2015,2016,339,5524000,371,6891000,-32,-1367000
101,1516,"Washoe County, NV",2015,2016,381,11635000,269,8012000,112,3623000
102,1516,"Washtenaw County, MI",2015,2016,71,2602000,34,1220000,37,1382000
103,1516,"Westchester County, NY",2015,2016,34,3240000,31,2173000,3,1067000
104,1516,"Whatcom County, WA",2015,2016,136,3132000,170,5017000,-34,-1885000
105,1516,"Williamson County, TX",2015,2016,49,2439000,127,5354000,-78,-2915000
106,1516,"Yakima County, WA",2015,2016,186,4679000,243,4550000,-57,129000
107,1516,"Yavapai County, AZ",2015,2016,29,1104000,30,1081000,-1,23000
108,1617,"Ada County, ID",2016,2017,1213,34727000,1956,67017000,-743,-32290000
109,1617,"Adams County, CO",2016,2017,51,2858000,33,1470000,18,1388000
110,1617,"Alameda County, CA",2016,2017,1911,109187000,672,36432000,1239,72755000
111,1617,"Allegheny County, PA",2016,2017,163,7195000,131,6939000,32,256000
112,1617,"Anchorage Municipality, AK",2016,2017,438,14552000,218,7394000,220,7158000
113,1617,"Arapahoe County, CO",2016,2017,223,8698000,185,6685000,38,2013000
114,1617,"Arlington County, VA",2016,2017,73,5175000,32,2204000,41,2971000
115,1617,"Baltimore city, MD",2016,2017,85,4212000,57,2739000,28,1473000
116,1617,"Bernalillo County, NM",2016,2017,296,12016000,158,5296000,138,6720000
117,1617,"Bexar County, TX",2016,2017,274,9975000,207,5907000,67,4068000
118,1617,"Boulder County, CO",2016,2017,250,10840000,237,8673000,13,2167000
119,1617,"Broward County, FL",2016,2017,83,4646000,50,2367000,33,2279000
120,1617,"Buncombe County, NC",2016,2017,53,1514000,57,2265000,-4,-751000
121,1617,"Butte County, CA",2016,2017,125,3668000,100,2234000,25,1434000
122,1617,"Canyon County, ID",2016,2017,454,7028000,576,12201000,-122,-5173000
123,1617,"Charleston County, SC",2016,2017,58,2590000,30,1190000,28,1400000
124,1617,"Chittenden County, VT",2016,2017,54,2105000,48,1414000,6,691000
125,1617,"Clark County, NV",2016,2017,1932,55156000,1713,51867000,219,3289000
126,1617,"Clark County, WA",2016,2017,8102,250960000,14507,506336000,-6405,-255376000
127,1617,"Coconino County, AZ",2016,2017,59,1541000,31,784000,28,757000
128,1617,"Collin County, TX",2016,2017,155,8675000,230,9895000,-75,-1220000
129,1617,"Contra Costa County, CA",2016,2017,1113,48311000,375,18294000,738,30017000
130,1617,"Cook County, IL",2016,2017,1150,61680000,510,22884000,640,38796000
131,1617,"Cowlitz County, WA",2016,2017,753,18271000,1328,32359000,-575,-14088000
132,1617,"Cumberland County, ME",2016,2017,44,3210000,66,2386000,-22,824000
133,1617,"Cuyahoga County, OH",2016,2017,139,4816000,107,3653000,32,1163000
134,1617,"Dallas County, TX",2016,2017,395,20362000,272,11634000,123,8728000
135,1617,"Dane County, WI",2016,2017,136,7065000,129,3972000,7,3093000
136,1617,"Davidson County, TN",2016,2017,137,6237000,125,4517000,12,1720000
137,1617,"DeKalb County, GA",2016,2017,76,3014000,70,3101000,6,-87000
138,1617,"Del Norte County, CA",2016,2017,99,2141000,114,2129000,-15,12000
139,1617,"Denton County, TX",2016,2017,69,3001000,76,3221000,-7,-220000
140,1617,"Denver County, CO",2016,2017,487,24514000,409,18772000,78,5742000
141,1617,"District of Columbia, DC",2016,2017,281,18272000,149,7030000,132,11242000
142,1617,"DuPage County, IL",2016,2017,105,3911000,95,4248000,10,-337000
143,1617,"Durham County, NC",2016,2017,42,1781000,54,2344000,-12,-563000
144,1617,"Duval County, FL",2016,2017,110,3275000,97,4453000,13,-1178000
145,1617,"El Paso County, CO",2016,2017,281,8213000,298,7476000,-17,737000
146,1617,"Erie County, NY",2016,2017,34,1168000,33,800000,1,368000
147,1617,"Fairfax County, VA",2016,2017,197,11652000,107,4135000,90,7517000
148,1617,"Franklin County, OH",2016,2017,203,8646000,160,4648000,43,3998000
149,1617,"Franklin County, WA",2016,2017,65,1073000,139,2291000,-74,-1218000
150,1617,"Fresno County, CA",2016,2017,258,7514000,136,4221000,122,3293000
151,1617,"Fulton County, GA",2016,2017,169,9046000,129,7225000,40,1821000
152,1617,"Gallatin County, MT",2016,2017,94,2611000,111,2674000,-17,-63000
153,1617,"Greene County, MO",2016,2017,32,867000,51,1092000,-19,-225000
154,1617,"Hamilton County, OH",2016,2017,60,3726000,49,1392000,11,2334000
155,1617,"Hampshire County, MA",2016,2017,42,1356000,42,2205000,0,-849000
156,1617,"Harris County, TX",2016,2017,501,24875000,433,11622000,68,13253000
157,1617,"Hartford County, CT",2016,2017,41,2121000,27,387000,14,1734000
158,1617,"Hawaii County, HI",2016,2017,177,4997000,227,7134000,-50,-2137000
159,1617,"Hennepin County, MN",2016,2017,414,17614000,365,17039000,49,575000
160,1617,"Hillsborough County, FL",2016,2017,130,4178000,108,3018000,22,1160000
161,1617,"Honolulu County, HI",2016,2017,1075,39622000,481,15533000,594,24089000
162,1617,"Hudson County, NJ",2016,2017,56,3543000,36,1746000,20,1797000
163,1617,"Humboldt County, CA",2016,2017,274,8427000,113,2755000,161,5672000
164,1617,"Island County, WA",2016,2017,35,974000,52,1120000,-17,-146000
165,1617,"Johnson County, KS",2016,2017,52,2203000,56,2364000,-4,-161000
166,1617,"Kent County, MI",2016,2017,45,2224000,44,1589000,1,635000
167,1617,"Kern County, CA",2016,2017,238,6037000,137,2386000,101,3651000
168,1617,"King County, WA",2016,2017,4716,228867000,4222,205157000,494,23710000
169,1617,"Kings County, NY",2016,2017,563,36493000,342,16522000,221,19971000
170,1617,"Kitsap County, WA",2016,2017,347,10358000,340,11341000,7,-983000
171,1617,"Klickitat County, WA",2016,2017,357,12123000,483,15440000,-126,-3317000
172,1617,"Kootenai County, ID",2016,2017,87,2264000,125,3437000,-38,-1173000
173,1617,"Larimer County, CO",2016,2017,139,5675000,139,4412000,0,1263000
174,1617,"Los Angeles County, CA",2016,2017,5773,241181000,2381,99098000,3392,142083000
175,1617,"Maricopa County, AZ",2016,2017,3878,144004000,4086,153865000,-208,-9861000
176,1617,"Marin County, CA",2016,2017,145,9063000,76,3514000,69,5549000
177,1617,"Maui County, HI",2016,2017,79,2634000,62,2417000,17,217000
178,1617,"Mecklenburg County, NC",2016,2017,114,5812000,125,4793000,-11,1019000
179,1617,"Miami, Dade County",2016,2017,153,5313000,123,5186000,30,127000
180,1617,"Middlesex County, MA",2016,2017,319,20420000,253,15011000,66,5409000
181,1617,"Milwaukee County, WI",2016,2017,112,3866000,55,1797000,57,2069000
182,1617,"Missoula County, MT",2016,2017,156,3580000,169,4831000,-13,-1251000
183,1617,"Mohave County, AZ",2016,2017,56,1005000,46,921000,10,84000
184,1617,"Monroe County, NY",2016,2017,46,1782000,50,1660000,-4,122000
185,1617,"Monterey County, CA",2016,2017,140,5471000,103,3489000,37,1982000
186,1617,"Montgomery County, MD",2016,2017,95,4893000,50,1800000,45,3093000
187,1617,"New Haven County, CT",2016,2017,62,2601000,58,2049000,4,552000
188,1617,"New York County, NY",2016,2017,377,34752000,185,13359000,192,21393000
189,1617,"Norfolk County, MA",2016,2017,74,5075000,35,3706000,39,1369000
190,1617,"Oakland County, MI",2016,2017,131,5820000,113,4439000,18,1381000
191,1617,"Oklahoma County, OK",2016,2017,53,1391000,35,1301000,18,90000
192,1617,"Onondaga County, NY",2016,2017,34,1369000,29,1096000,5,273000
193,1617,"Orange County, CA",2016,2017,2790,119014000,1024,42193000,1766,76821000
194,1617,"Orange County, FL",2016,2017,166,7189000,145,5796000,21,1393000
195,1617,"Orange County, NC",2016,2017,47,2160000,38,1367000,9,793000
196,1617,"Orleans Parish, LA",2016,2017,59,2399000,84,2451000,-25,-52000
197,1617,"Pacific County, WA",2016,2017,143,2468000,200,5287000,-57,-2819000
198,1617,"Palm Beach County, FL",2016,2017,80,2873000,55,1964000,25,909000
199,1617,"Payette County, ID",2016,2017,412,5068000,320,5705000,92,-637000
200,1617,"Philadelphia County, PA",2016,2017,129,6449000,113,4445000,16,2004000
201,1617,"Pierce County, WA",2016,2017,1464,49705000,1418,45737000,46,3968000
202,1617,"Pima County, AZ",2016,2017,719,20480000,747,29982000,-28,-9502000
203,1617,"Pinal County, AZ",2016,2017,62,1552000,101,4572000,-39,-3020000
204,1617,"Pinellas County, FL",2016,2017,54,2764000,85,3043000,-31,-279000
205,1617,"Placer County, CA",2016,2017,322,12336000,278,11678000,44,658000
206,1617,"Providence County, RI",2016,2017,48,2337000,53,2073000,-5,264000
207,1617,"Queens County, NY",2016,2017,105,4714000,30,1256000,75,3458000
208,1617,"Ramsey County, MN",2016,2017,79,2883000,67,1933000,12,950000
209,1617,"Riverside County, CA",2016,2017,1475,44131000,861,31777000,614,12354000
210,1617,"Sacramento County, CA",2016,2017,1364,47979000,858,26392000,506,21587000
211,1617,"Salt Lake County, UT",2016,2017,977,33045000,719,24110000,258,8935000
212,1617,"San Bernardino County, CA",2016,2017,898,25707000,339,8265000,559,17442000
213,1617,"San Diego County, CA",2016,2017,3272,118500000,1801,65768000,1471,52732000
214,1617,"San Francisco County, CA",2016,2017,1408,116622000,461,31053000,947,85569000
215,1617,"San Joaquin County, CA",2016,2017,83,2303000,38,585000,45,1718000
216,1617,"San Luis Obispo County, CA",2016,2017,163,4615000,83,2554000,80,2061000
217,1617,"San Mateo County, CA",2016,2017,648,45673000,167,10578000,481,35095000
218,1617,"Sandoval County, NM",2016,2017,77,3649000,45,2312000,32,1337000
219,1617,"Santa Barbara County, CA",2016,2017,255,10370000,111,6177000,144,4193000
220,1617,"Santa Clara County, CA",2016,2017,2760,194550000,1182,86935000,1578,107615000
221,1617,"Santa Cruz County, CA",2016,2017,131,5686000,63,2749000,68,2937000
222,1617,"Santa Fe County, NM",2016,2017,51,2545000,64,2423000,-13,122000
223,1617,"Saratoga County, NY",2016,2017,56,2968000,66,3938000,-10,-970000
224,1617,"Shasta County, CA",2016,2017,466,11263000,319,7045000,147,4218000
225,1617,"Shelby County, TN",2016,2017,53,2121000,30,1030000,23,1091000
226,1617,"Siskiyou County, CA",2016,2017,347,7779000,193,2953000,154,4826000
227,1617,"Snohomish County, WA",2016,2017,1085,38890000,935,29814000,150,9076000
228,1617,"Solano County, CA",2016,2017,112,3747000,81,2448000,31,1299000
229,1617,"Sonoma County, CA",2016,2017,531,18776000,249,6955000,282,11821000
230,1617,"Spokane County, WA",2016,2017,781,23006000,1149,34324000,-368,-11318000
231,1617,"St. Louis County, MO",2016,2017,129,4448000,103,3656000,26,792000
232,1617,"St. Louis city, MO",2016,2017,69,2690000,36,1503000,33,1187000
233,1617,"Suffolk County, MA",2016,2017,148,10323000,82,6898000,66,3425000
234,1617,"Tarrant County, TX",2016,2017,195,6814000,224,6748000,-29,66000
235,1617,"Thurston County, WA",2016,2017,638,22962000,698,22493000,-60,469000
236,1617,"Travis County, TX",2016,2017,798,35019000,659,35676000,139,-657000
237,1617,"Utah County, UT",2016,2017,324,6579000,321,7849000,3,-1270000
238,1617,"Ventura County, CA",2016,2017,314,11738000,151,4730000,163,7008000
239,1617,"Wake County, NC",2016,2017,189,7429000,188,8801000,1,-1372000
240,1617,"Walla Walla County, WA",2016,2017,426,10043000,570,12605000,-144,-2562000
241,1617,"Washoe County, NV",2016,2017,699,23158000,550,17246000,149,5912000
242,1617,"Washtenaw County, MI",2016,2017,87,4278000,61,2403000,26,1875000
243,1617,"Wayne County, MI",2016,2017,40,2419000,55,1621000,-15,798000
